state,district,year,murder,attempt_to_murder,culpable_homicide_not_amounting_to_murder,rape,custodial_rape,other_rape,kidnapping_&_abduction,kidnapping_and_abduction_of_women_and_girls,kidnapping_and_abduction_of_others,dacoity,preparation_and_assembly_for_dacoity,robbery,burglary,theft,auto_theft,other_theft,riots,criminal_breach_of_trust,cheating,counterfieting,arson,hurt_grevious_hurt,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,insult_to_modesty_of_women,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_countries,causing_death_by_negligence,other_ipc_crimes,total_ipc_crimes,states_uts,attempt_to_commit_murder,attempt_to_commit_culpable_homicide,custodial_gang_rape,custodial_other_rape,rape_other_than_custodial,rape_gang_rape,rape_others,attempt_to_commit_rape,kidnapping_&_abduction_total,kidnapping_&_abduction_in_order_to_murder,kidnapping_for_ransom,kidnapping_&_abduction_of_women_to_compel_her_for_marriage,other_kidnapping,dacoity_with_murder,other_dacoity,making_preparation_and_assembly_for_committing_dacoity,criminal_trespass_burglary,criminal_trespass_or_burglary,house_trespass_&_house_breaking,other_thefts,unlawful_assembly,riots_communal,riots_industrial,riots_political,riots_caste_conflict,riots_sc_sts_vs_non_scs_sts,riots_other_caste_conflict,riots_agrarian,riots_students,riots_sectarian,riots_others,forgery,counterfeiting,counterfeit_offences_related_to_counterfeit_coin,counterfeiting_government_stamp,counterfeit_currency_&_bank_notes,counterfeiting_currency_notes_bank_notes,using_forged_or_counterfeiting_currency_bank_notes,possession_of_forged_or_counterfeiting_currency_bank_notes,making_or_possessing_materials_for_forged_currency_bank_notes,making_or_using_documents_resembling_currency,grievous_hurt,hurt,acid_attack,attempt_to_acid_attack,sexual_harassment,assault_or_use_of_criminal_force_to_women_with_intent_to_disrobe,voyeurism,stalking,other_assault_on_women,insult_to_the_modesty_of_women,at_office_premises,other_places_related_to_work,in_public_transport_system,"places_other_than_231,_232_&_233",importation_of_girls_from_foreign_country,deaths_due_to_negligent_driving_act,deaths_due_to_other_causes,offences_against_state,sedition,other_offences_against_state,offences_promoting_enmity_between_different_groups,promoting_enmity_between_different_groups,"imputation,_assertions_prejudicial_to_national_integration",extortion,disclosure_of_identity_of_victims,incidence_of_rash_driving,humantrafficking,unnatural_offence,total_cognizable_ipc_crimes,total_crime,weighted_severity_raw,risk_score,risk_level,previous_year_total_crime,previous_year_risk_score,rolling_3yr_total_crime,rolling_3yr_risk_score,crime_growth_rate,next_year_risk_score
MADHYA PRADESH,SEONI,2001,40,25.0,3,52,0,52.0,3,2.0,1.0,1,1.0,6,122.0,161,19,142.0,49,8,19,0.0,7,344.0,10,106,23.0,25,0.0,73,1065,2143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2143.0,7613.0,4.63,green,0.0,0.0,0.0,0.0,0.0,4.36
MADHYA PRADESH,SEONI,2002,40,15.0,2,44,0,44.0,4,4.0,0.0,0,0.0,7,98.0,144,12,132.0,32,4,29,1.0,9,350.0,3,116,12.0,24,0.0,86,1018,2038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2038.0,7176.0,4.36,green,2143.0,4.63,2143.0,4.63,-4.899673355109659,4.04
MADHYA PRADESH,SEONI,2003,27,24.0,2,54,0,54.0,1,1.0,0.0,0,0.0,13,103.0,93,22,71.0,28,5,14,0.0,5,375.0,6,86,4.0,25,0.0,86,944,1895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1895.0,6652.0,4.04,green,2038.0,4.36,2090.5,4.495,-7.016683022571148,4.78
MADHYA PRADESH,SEONI,2004,21,24.0,3,74,0,74.0,10,10.0,0.0,0,0.0,8,126.0,111,21,90.0,22,7,13,0.0,10,405.0,17,117,11.0,23,0.0,72,1204,2278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2278.0,7871.0,4.78,green,1895.0,4.04,2025.3333333333333,4.343333333333334,20.211081794195252,4.93
MADHYA PRADESH,SEONI,2005,23,14.0,4,57,0,57.0,10,8.0,2.0,0,0.0,10,107.0,111,28,83.0,24,1,6,0.0,8,372.0,22,142,11.0,37,0.0,96,1399,2454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2454.0,8111.0,4.93,green,2278.0,4.78,2070.3333333333335,4.3933333333333335,7.726075504828797,4.94
MADHYA PRADESH,SEONI,2006,36,23.0,0,57,0,57.0,6,5.0,1.0,1,1.0,11,117.0,116,34,82.0,41,9,11,0.0,6,353.0,11,105,9.0,35,0.0,98,1422,2468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2468.0,8122.0,4.94,green,2454.0,4.93,2209.0,4.583333333333333,0.5704971475142625,5.15
MADHYA PRADESH,SEONI,2007,40,28.0,3,51,0,51.0,7,6.0,1.0,1,0.0,4,96.0,148,52,96.0,37,8,30,0.0,7,380.0,8,96,23.0,19,0.0,104,1486,2576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2576.0,8473.0,5.15,green,2468.0,4.94,2400.0,4.883333333333334,4.376012965964344,4.97
MADHYA PRADESH,SEONI,2008,41,23.0,1,61,0,61.0,16,14.0,2.0,0,0.0,7,110.0,109,35,74.0,32,4,18,0.0,5,295.0,7,103,14.0,21,0.0,117,1567,2551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2551.0,8170.0,4.97,green,2576.0,5.15,2499.3333333333335,5.006666666666667,-0.9704968944099378,5.33
MADHYA PRADESH,SEONI,2009,38,26.0,3,61,0,61.0,12,8.0,4.0,1,2.0,21,106.0,139,52,87.0,56,15,43,0.0,10,269.0,15,85,14.0,26,0.0,129,1627,2698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2698.0,8768.0,5.33,green,2551.0,4.97,2531.6666666666665,5.0200000000000005,5.7624460995687965,5.74
MADHYA PRADESH,SEONI,2010,39,20.0,4,71,0,71.0,21,16.0,5.0,1,0.0,14,135.0,147,56,91.0,37,8,51,0.0,5,311.0,18,92,23.0,38,0.0,134,1737,2906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2906.0,9452.0,5.74,green,2698.0,5.33,2608.3333333333335,5.15,7.70941438102298,5.28
MADHYA PRADESH,SEONI,2011,31,23.0,5,61,0,61.0,12,11.0,1.0,0,2.0,9,99.0,147,59,88.0,25,4,28,0.0,6,302.0,9,111,13.0,27,0.0,111,1687,2712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2712.0,8692.0,5.28,green,2906.0,5.74,2718.3333333333335,5.346666666666667,-6.675843083275981,5.01
MADHYA PRADESH,SEONI,2012,38,12.0,7,65,0,65.0,10,8.0,2.0,0,0.0,7,92.0,104,37,67.0,19,7,37,0.0,10,160.0,11,100,7.0,24,0.0,122,1896,2728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2728.0,8245.0,5.01,green,2712.0,5.28,2772.0,5.45,0.5899705014749262,5.09
MADHYA PRADESH,SEONI,2013,29,19.0,1,75,0,75.0,47,39.0,8.0,1,1.0,12,88.0,98,33,65.0,13,3,17,1.0,4,220.0,15,130,8.0,24,0.0,152,1674,2632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2632.0,8370.0,5.09,green,2728.0,5.01,2782.0,5.343333333333334,-3.519061583577713,
MADHYA PRADESH,SHAHDOL,2001,57,28.0,4,63,0,63.0,13,13.0,0.0,2,1.0,34,464.0,390,52,338.0,44,17,19,0.0,26,433.0,9,216,3.0,87,0.0,0,2252,4162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4162.0,14214.0,8.64,green,0.0,0.0,0.0,0.0,0.0,9.42
MADHYA PRADESH,SHAHDOL,2002,51,34.0,1,72,0,72.0,13,10.0,3.0,7,5.0,47,390.0,392,41,351.0,38,7,25,1.0,20,402.0,11,259,24.0,133,0.0,0,2802,4734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4734.0,15505.0,9.42,green,4162.0,8.64,4162.0,8.64,13.743392599711676,8.14
MADHYA PRADESH,SHAHDOL,2003,60,21.0,8,68,0,68.0,12,8.0,4.0,0,0.0,31,340.0,301,37,264.0,29,7,15,0.0,28,322.0,13,221,14.0,120,0.0,0,2555,4165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4165.0,13387.0,8.14,green,4734.0,9.42,4448.0,9.030000000000001,-12.019433882551752,5.19
MADHYA PRADESH,SHAHDOL,2004,36,18.0,0,47,0,47.0,10,9.0,1.0,0,3.0,19,230.0,227,33,194.0,12,1,8,0.0,11,266.0,8,135,0.0,72,0.0,0,1415,2518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2518.0,8534.0,5.19,green,4165.0,8.14,4353.666666666667,8.733333333333334,-39.5438175270108,5.3
MADHYA PRADESH,SHAHDOL,2005,44,17.0,3,43,0,43.0,6,5.0,1.0,0,0.0,21,240.0,216,42,174.0,21,2,32,0.0,20,262.0,13,156,9.0,57,0.0,0,1390,2552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2552.0,8713.0,5.3,green,2518.0,5.19,3805.6666666666665,7.583333333333333,1.3502779984114377,5.13
MADHYA PRADESH,SHAHDOL,2006,33,22.0,1,67,0,67.0,4,4.0,0.0,1,5.0,21,207.0,171,42,129.0,27,5,22,0.0,9,255.0,16,140,9.0,69,0.0,0,1408,2492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2492.0,8441.0,5.13,green,2552.0,5.3,3078.3333333333335,6.210000000000001,-2.3510971786833856,5.02
MADHYA PRADESH,SHAHDOL,2007,29,18.0,1,50,0,50.0,8,8.0,0.0,1,2.0,29,196.0,166,37,129.0,15,7,18,0.0,10,242.0,10,128,9.0,78,0.0,0,1541,2558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2558.0,8267.0,5.02,green,2492.0,5.13,2520.6666666666665,5.206666666666667,2.648475120385233,5.65
MADHYA PRADESH,SHAHDOL,2008,31,12.0,4,47,0,47.0,13,13.0,0.0,2,0.0,36,219.0,200,49,151.0,17,6,21,0.0,11,237.0,16,139,9.0,57,0.0,0,1882,2959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2959.0,9293.0,5.65,green,2558.0,5.02,2534.0,5.1499999999999995,15.676309616888192,5.39
MADHYA PRADESH,SHAHDOL,2009,28,12.0,0,42,0,42.0,11,8.0,3.0,1,0.0,23,211.0,209,57,152.0,18,9,29,0.0,9,210.0,11,113,5.0,73,0.0,0,1829,2843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2843.0,8867.0,5.39,green,2959.0,5.65,2669.6666666666665,5.266666666666667,-3.920243325447786,5.48
MADHYA PRADESH,SHAHDOL,2010,34,17.0,0,61,0,61.0,16,16.0,0.0,1,0.0,21,173.0,161,63,98.0,20,7,24,0.0,12,235.0,12,123,6.0,63,0.0,0,1951,2937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2937.0,9017.0,5.48,green,2843.0,5.39,2786.6666666666665,5.353333333333334,3.306366514245515,6.16
MADHYA PRADESH,SHAHDOL,2011,45,21.0,0,80,0,80.0,22,17.0,5.0,1,1.0,17,154.0,199,58,141.0,20,14,24,0.0,6,246.0,21,143,9.0,108,0.0,0,2073,3204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3204.0,10138.0,6.16,green,2937.0,5.48,2913.0,5.506666666666668,9.090909090909092,6.45
MADHYA PRADESH,SHAHDOL,2012,44,13.0,0,81,0,81.0,27,27.0,0.0,2,3.0,33,158.0,176,42,134.0,31,11,28,0.0,9,176.0,13,133,7.0,141,0.0,104,2185,3375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3375.0,10615.0,6.45,green,3204.0,6.16,2994.6666666666665,5.676666666666667,5.337078651685393,8.86
MADHYA PRADESH,SHAHDOL,2013,42,34.0,0,115,0,115.0,130,96.0,34.0,2,1.0,20,294.0,225,51,174.0,21,8,23,0.0,13,546.0,9,216,9.0,193,0.0,107,2336,4344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4344.0,14574.0,8.86,green,3375.0,6.45,3172.0,6.03,28.71111111111111,
MADHYA PRADESH,SHAJAPUR,2001,42,46.0,1,90,0,90.0,13,8.0,5.0,1,3.0,47,273.0,588,95,493.0,92,11,28,0.0,35,744.0,8,153,36.0,65,0.0,59,1328,3663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3663.0,14833.0,9.02,green,0.0,0.0,0.0,0.0,0.0,9.4
MADHYA PRADESH,SHAJAPUR,2002,42,57.0,4,84,0,84.0,18,15.0,3.0,1,2.0,84,319.0,647,91,556.0,126,19,25,2.0,39,666.0,9,144,18.0,84,0.0,59,1316,3765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3765.0,15470.0,9.4,green,3663.0,9.02,3663.0,9.02,2.7846027846027845,9.24
